airline,traveller_type,cabin,type_of_flight,frequency,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,overall,recommended
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,2.0,2.0,2.0,1.0,2.0,2.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,3.0,2.0,1.0,1.0,3.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,2.0,3.0,2.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,3.0,1.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,2.0,2.0,2.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,3.0,1.0,1.0,1.0,2.0,2.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,3.0,3.0,3.0,2.0,1.0,2.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,2.0,3.0,1.0,1.0,2.0,1.0,2.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,4.0,5.0,2.0,1.0,5.0,5.0,9.0,yes
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,3.0,3.0,2.0,1.0,2.0,2.0,4.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Indirect,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,3.0,1.0,1.0,1.0,1.0,2.0,3.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,3.0,1.0,1.0,2.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,2.0,2.0,1.0,1.0,2.0,2.0,2.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,2.0,2.0,2.0,1.0,2.0,2.0,2.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Premium Economy,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Premium Economy,Direct,Rarely,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Family Leisure,Premium Economy,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,2.0,2.0,2.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,4.0,2.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Indirect,Rarely,3.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Indirect,Rarely,1.0,2.0,2.0,1.0,1.0,2.0,2.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,2.0,2.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Indirect,Rarely,3.0,4.0,2.0,1.0,2.0,3.0,6.0,yes
Frontier Airlines,Family Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,5.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Indirect,Rarely,3.0,5.0,3.0,1.0,5.0,5.0,8.0,yes
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,2.0,2.0,2.0,1.0,1.0,1.0,2.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,3.0,2.0,2.0,1.0,2.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,4.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,3.0,1.0,1.0,1.0,2.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,3.0,4.0,3.0,1.0,4.0,4.0,8.0,yes
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,3.0,2.0,1.0,1.0,3.0,3.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,5.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Business Class,Indirect,Rarely,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Indirect,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,2.0,5.0,2.0,2.0,2.0,2.0,1.0,no
Frontier Airlines,Family Leisure,Premium Economy,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,2.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,3.0,2.0,2.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,2.0,2.0,1.0,1.0,1.0,2.0,2.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,5.0,1.0,1.0,3.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Premium Economy,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,2.0,2.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Indirect,Rarely,3.0,1.0,1.0,1.0,1.0,3.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,4.0,5.0,4.0,2.0,5.0,5.0,8.0,yes
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,2.0,1.0,1.0,1.0,2.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Premium Economy,Direct,Rarely,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,3.0,3.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Premium Economy,Direct,Occasionally,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Indirect,Rarely,1.0,3.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Business Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Indirect,Rarely,1.0,2.0,1.0,1.0,2.0,1.0,2.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,2.0,2.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,4.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,4.0,1.0,1.0,1.0,5.0,3.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,3.0,3.0,3.0,no
Frontier Airlines,Family Leisure,Economy Class,Indirect,Rarely,1.0,2.0,1.0,1.0,3.0,1.0,2.0,no
Frontier Airlines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,4.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Premium Economy,Direct,Rarely,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,3.0,4.0,1.0,1.0,4.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,3.0,3.0,5.0,2.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,3.0,4.0,3.0,2.0,5.0,4.0,8.0,yes
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,3.0,5.0,5.0,4.0,5.0,5.0,10.0,yes
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,4.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Indirect,Rarely,5.0,5.0,4.0,1.0,5.0,5.0,10.0,yes
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,3.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,4.0,1.0,1.0,2.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Indirect,Rarely,3.0,5.0,1.0,2.0,2.0,1.0,3.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,4.0,5.0,5.0,4.0,5.0,5.0,10.0,yes
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Business Class,Direct,Rarely,1.0,2.0,1.0,1.0,2.0,1.0,2.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,3.0,2.0,2.0,2.0,3.0,3.0,5.0,no
Frontier Airlines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,4.0,2.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,3.0,4.0,2.0,3.0,4.0,4.0,5.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,3.0,2.0,1.0,1.0,2.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Frontier Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,3.0,1.0,1.0,no
